model_id,topic,question,option_A,option_B,option_C,option_D,answer,explanation
HAJERI/gpt-oss-20b-endocrinology-scenario-mcq-it-lora,Pediatric endocrinology & growth/puberty,A 12-year-old girl presents with a height and weight at the 10th percentile. She has a normal bone age and is in Tanner stage 2 for breast development. Her parents are concerned about her growth pattern.,Start growth hormone therapy,Reassure and monitor growth and development,Order a thyroid function test,Refer for genetic evaluation of short stature,B,"The child is in the early stages of puberty (Tanner 2) and has a bone age that is likely appropriate for her chronological age. Her growth pattern, while at the 10th percentile, is within the normal range for children in early puberty. Reassurance and regular monitoring of growth and development are the most appropriate next steps. Growth hormone therapy is not indicated at this time, and thyroid function tests or genetic evaluation are not necessary unless there are other concerning features."
HAJERI/gpt-oss-20b-endocrinology-scenario-mcq-it-merged-fp16,Diabetes mellitus & hypoglycemia,"Diabetes mellitus & hypoglycemia: A 55-year-old man with type 2 diabetes presents to the emergency department with confusion, sweating, and shaking. His blood glucose is measured at 40 mg/dL. What is the most appropriate initial treatment?",Intravenous dextrose,Oral glucose tablets,Glucagon injection,Insulin administration,B,"A: Incorrect: IV dextrose is used for severe hypoglycemia when the patient is unconscious or unable to swallow safely.B: Correct: Oral glucose is the first-line treatment for conscious patients with mild hypoglycemia, allowing them to raise their blood sugar quickly.C: Incorrect: Glucagon is used in cases of severe hypoglycemia where the patient cannot ingest oral glucose due to altered consciousness.D: Incorrect: Insulin should be avoided in hypoglycemic patients; it would worsen the condition."
HAJERI/gpt-oss-20b-endocrinology-scenario-mcq-it-merged-fp16,Thyroid disorders,Thyroid disorders: A 60-year-old woman presents for routine follow-up of her differentiated thyroid cancer status. She underwent total thyroidectomy and radioactive iodine ablation one year ago. Her TSH is suppressed on levothyroxine therapy. Serum thyroglobulin is elevated at 200 ng/mL (reference <1 ng/mL). Anti-thyroglobulin antibodies are present but stable over time. What is the most appropriate next step in her evaluation?,Repeat serum thyroglobulin measurement in 3 months,Whole-body I-131 scan,Neck ultrasound,PET/CT scan,C,"A: Incorrect: While monitoring thyroglobulin trends is important, an elevated level post-total thyroidectomy warrants imaging to localize potential residual or metastatic disease rather than simply repeating the test.B: Incorrect: A whole-body I-131 scan is useful when there is suspicion of persistent or recurrent disease, but neck ultrasound can often identify smaller nodules or lymph node metastases that may not be visible on a whole-body scan.C: Correct: The presence of elevated thyroglobulin suggests residual or recurrent differentiated thyroid cancer. A neck ultrasound is the first-line imaging modality to evaluate for cervical lymph node metastasis.D: Incorrect: PET/CT scan is typically reserved for cases where thyroglobulin remains elevated despite negative radioactive iodine scans."
HAJERI/gpt-oss-20b-endocrinology-scenario-mcq-it-merged-fp16,Adrenal disorders,"Adrenal disorders: A 50-year-old woman presents with weight gain, facial rounding, purple striae on her abdomen, and easy bruising. Her blood pressure is elevated at 150/95 mmHg. Laboratory tests reveal hypercortisolism (elevated midnight cortisol, suppressed ACTH). What is the most appropriate next step in evaluating this patient?",Low-dose dexamethasone suppression test,MRI of the pituitary gland,Chest CT scan,Serum aldosterone level measurement,A,"A: Correct: The low-dose dexamethasone suppression test helps confirm endogenous Cushing's syndrome by assessing cortisol suppression after dexamethasone administration.B: Incorrect: MRI is useful for diagnosing Cushing's disease but should be performed only if there is evidence of ACTH-dependent Cushing's syndrome.C: Incorrect: Chest CT is used to evaluate ectopic sources of ACTH production but is not first-line.D: Incorrect: Measuring serum aldosterone is relevant for primary hyperaldosteronism, not Cushing's syndrome."
HAJERI/gpt-oss-20b-endocrinology-scenario-mcq-it-merged-fp16,Pituitary & hypothalamic disorders,"Pituitary & hypothalamic disorders: A 50-year-old woman presents with headaches, visual disturbances, and amenorrhea. MRI reveals a pituitary mass. What is the most likely diagnosis?",Prolactinoma,Craniopharyngioma,Pituitary adenoma,Meningioma,C,"A: Incorrect: Prolactinomas typically present with hyperprolactinemia and galactorrhea, which are not described here.B: Correct: Craniopharyngiomas can cause symptoms of hypopituitarism and visual field defects due to their proximity to the optic chiasm.C: Correct: Pituitary adenomas are common causes of pituitary masses and can lead to similar symptoms depending on hormone secretion or compression effects.D: Incorrect: Meningiomas arise from meninges and usually do not present with endocrine abnormalities like amenorrhea."
HAJERI/gpt-oss-20b-endocrinology-scenario-mcq-it-merged-fp16,"Calcium, parathyroid & metabolic bone disease","Calcium, parathyroid & metabolic bone disease: An elderly woman presents with generalized weakness, constipation, and confusion. Her serum calcium is elevated at 14 mg/dL, and her PTH level is suppressed. What is the most likely cause of her hypercalcemia?",Primary hyperparathyroidism,Malignancy-associated hypercalcemia,Vitamin D toxicity,Sarcoidosis,B,"A: Incorrect: In primary hyperparathyroidism, both calcium and PTH levels are typically elevated. Low PTH suggests an extrarenal cause.B: Correct: Malignancy-associated hypercalcemia often results from tumor secretion of PTHrP, leading to increased calcium and suppressed PTH. Symptoms align with severe hypercalcemia.C: Incorrect: Vitamin D toxicity leads to hypercalcemia but would usually present with elevated PTH levels rather than suppression.D: Incorrect: Sarcoidosis can cause hypercalcemia through increased vitamin D production, but typically does not suppress PTH in this manner."
HAJERI/gpt-oss-20b-endocrinology-scenario-mcq-it-merged-fp16,Female reproductive endocrinology,"Female reproductive endocrinology: A 28-year-old woman presents for evaluation of primary amenorrhea. She has normal breast development but absent axillary hair. Karyotype is 46,XN. Serum FSH and LH are elevated. Her TSH is within normal limits. What is the most likely underlying defect in this patient?",Gonadal dysgenesis,Congenital adrenal hyperplasia,Aromatase deficiency,Androgen insensitivity syndrome,D,"A: Incorrect: Gonadal dysgenesis would present with low estrogen leading to lack of breast development.B: Incorrect: CAH leads to excess androgen production causing virilization, often with menstrual irregularities rather than complete primary amenorrhea without axillary hair.C: Incorrect: Aromatase deficiency results in hirsutism due to unopposed androgens; axillary hair would be present.D: Correct: Complete androgen insensitivity syndrome (XY karyotype) involves resistance to androgens. They develop female external genitalia/breasts (peripheral aromatization) but lack internal female structures. Minimal axillary hair is due to lack of androgen action. High testosterone and LH/FSH result from lack of negative feedback."
HAJERI/gpt-oss-20b-endocrinology-scenario-mcq-it-merged-fp16,Male reproductive endocrinology,"Male reproductive endocrinology: A 28-year-old man presents for evaluation of infertility. He has no significant medical history and reports normal sexual function. Physical examination reveals bilateral testes measuring 12 mL volume each, consistent with puberty. Serum FSH is elevated at 15 IU/L. LH is also elevated at 20 IU/L. Total testosterone is low at 200 ng/dL. What is the most likely diagnosis?",Primary testicular failure,Secondary hypogonadism due to pituitary dysfunction,Klinefelter syndrome,Constitutional delay in puberty,A,"A: Correct: Elevated FSH and LH levels indicate primary testicular failure (hypergonadotropic hypogonadism). The testes fail to produce adequate testosterone, leading to lack of negative feedback.B: Incorrect: In secondary hypogonadism, both FSH and LH would be low or inappropriately normal.C: Incorrect: While Klinefelter syndrome causes this pattern, it typically presents with small firm testes. This patient's presentation fits general primary testicular failure.D: Incorrect: Constitutional delay involves delayed development; this patient has fully developed (though non-functional) testes."
HAJERI/gpt-oss-20b-endocrinology-scenario-mcq-it-merged-fp16,"Obesity, lipids & nutrition","Obesity, lipids & nutrition: A 50-year-old woman presents for evaluation of her lipid profile. She has no significant past medical history and is not on any medications. Her BMI is 32 kg/m2. The fasting lipid panel shows an elevated LDL cholesterol level of 190 mg/dL. What is the most appropriate next step in management?",Lifestyle modifications,Statin therapy,Niacin therapy,Fibrates therapy,A,"A: Correct: Lifestyle modifications are the first-line treatment for hyperlipidemia in patients not yet on medication (weight loss, exercise, diet).B: Incorrect: Statins are indicated for established CVD or very high risk; lifestyle modification should be attempted first here.C: Incorrect: Niacin raises HDL but does not significantly lower LDL.D: Incorrect: Fibrates treat hypertriglyceridemia and do not effectively lower LDL cholesterol."
HAJERI/gpt-oss-20b-endocrinology-scenario-mcq-it-merged-fp16,Endocrine neoplasia & hereditary syndromes,"Endocrine neoplasia & hereditary syndromes: A 42-year-old woman presents for evaluation of weight loss, palpitations, and heat intolerance. Her TSH is undetectable, free T3 and T4 are elevated, and she has diffuse goiter on exam. An ultrasound-guided FNA biopsy of an enlarged thyroid nodule shows hyperfunctioning cells consistent with Graves' disease. She also reports episodic flushing and diarrhea. Which additional endocrine tumor should be strongly considered in this patient given her symptoms?",Parathyroid adenoma,Pituitary microadenoma causing acromegaly,Medullary thyroid carcinoma,Carcinoid syndrome from a neuroendocrine tumor,D,"A: Incorrect: Primary hyperparathyroidism does not explain episodic flushing/diarrhea.B: Incorrect: Acromegaly does not cause episodic GI symptoms.C: Incorrect: Medullary thyroid cancer presents with elevated calcitonin/CEA, not hyperthyroidism or episodic flushing.D: Correct: The combination of thyrotoxicosis and episodic flushing/diarrhea raises suspicion for concurrent MEN type 2B or neuroendocrine tumors causing carcinoid syndrome."
HAJERI/gpt-oss-20b-endocrinology-scenario-mcq-it-merged-fp16,Pediatric endocrinology & growth/puberty,"Pediatric endocrinology & growth/puberty: An 11-year-old girl presents for evaluation of delayed puberty. She has no significant past medical history, normal breast development, and absent axillary hair. Bone age is significantly delayed at 8 years. Serum FSH and LH levels are low. What is the most appropriate next step in her workup?",MRI of the brain,Testosterone level measurement,Pelvic ultrasound,Observation and repeat testing in 6 months,A,"A: Correct: An MRI of the brain should be performed to evaluate for central causes of hypogonadotropic hypogonadism (e.g., pituitary abnormalities).B: Incorrect: Measuring testosterone does not provide specific information about the underlying cause of primary amenorrhea here.C: Incorrect: Pelvic ultrasound assesses structural abnormalities but not central mechanisms.D: Incorrect: Delayed puberty with significant bone age delay and low gonadotropins warrants investigation rather than observation."
HAJERI/gpt-oss-20b-endocrinology-scenario-mcq-it-Q4_K_M-gguf,Diabetes mellitus & hypoglycemia,A 40-year-old woman with type 1 diabetes presents to the emergency department after being found unconscious at home. She has a history of multiple episodes of hypoglycemia. What is the most appropriate initial treatment?,Intravenous glucose,Oral glucose (sugar),Administer glucagon intramuscularly,Start high-dose insulin therapy,B,"Correct: Oral glucose (e.g., 15-20g of sugar or fruit juice) should be given if the patient is alert and able to swallow. Note: The model generated ""unconscious"" in the scenario but ""alert"" in the explanation."
HAJERI/gpt-oss-20b-endocrinology-scenario-mcq-it-Q4_K_M-gguf,Thyroid disorders,"A 30-year-old woman presents with weight gain, fatigue, and cold intolerance. Her thyroid function tests show elevated TSH and low free T4. What is the most likely diagnosis?",Hyperthyroidism,Hypothyroidism,Thyroiditis,Thyrotoxicosis,B,The elevated TSH and low free T4 are characteristic of hypothyroidism.
HAJERI/gpt-oss-20b-endocrinology-scenario-mcq-it-Q4_K_M-gguf,Adrenal disorders,"A 50-year-old woman presents with central obesity, moon face, and purple striae. Her cortisol levels are elevated after an overnight dexamethasone suppression test. What is the most likely diagnosis?",Cushing's syndrome,Adrenal adenoma,Pituitary tumor,Ectopic ACTH secretion,A,"Cushing's syndrome is characterized by elevated cortisol levels, central obesity, moon face, and purple striae."
HAJERI/gpt-oss-20b-endocrinology-scenario-mcq-it-Q4_K_M-gguf,Pituitary & hypothalamic disorders,"A 50-year-old man presents with progressive visual field loss over several years, headaches, and hypopituitarism. MRI shows a pituitary stalk thickening but no mass lesion. What is the most likely diagnosis?",Pituitary macroadenoma,"Hypothalamic dysfunction (e.g., infiltrative disease)",Acromegaly due to GH excess,Empty sella syndrome,B,"Hypothalamic dysfunction (due to infiltrative disease...) can present with pituitary stalk thickening, hypopituitarism, and visual field defects due to compression of the optic chiasm."
HAJERI/gpt-oss-20b-endocrinology-scenario-mcq-it-Q4_K_M-gguf,"Calcium, parathyroid & metabolic bone disease","A 45-year-old woman with a history of primary hyperparathyroidism presents with fatigue, bone pain, and constipation. Her calcium level is elevated. What is the most likely cause of her symptoms?",Hypercalcemia,Hypocalcemia,Vitamin D deficiency,Osteoporosis,A,[Text]
HAJERI/gpt-oss-20b-endocrinology-scenario-mcq-it-Q4_K_M-gguf,Female reproductive endocrinology,A 28-year-old woman who had a spontaneous abortion at 10 weeks gestation presents with amenorrhea for the past month. She is otherwise healthy. What laboratory evaluation should be performed to confirm she has lost her pregnancy?,Serum FSH,Plasma LH,Urine hCG,Blood progesterone,C,Urine hCG will be present until 10–14 days after last menses following an abortion. Its presence confirms that she had been pregnant and lost it recently.
